Player,Position,a,a_g,bks,eng,es_toi,es_toi_g,esa,esfol,esfow,esg,esp,first_g,fo_perc,fo_total,fol,fow,g,g_g,g_misc,gp,gva,gwg,hits,major,match_pen,minor,misc,mss,otg,p,p_g,pim,plus_minus,pp_toi,pp_toi_g,ppa,ppfol,ppfow,ppg,ppp,ps,s_g,sft_g,sh_toi,sh_toi_g,sha,shfol,shfow,shg,shifts,shot_perc,shots,shp,tka,toi,toi_g,toi_s,total_so_g,total_so_gdg,total_so_s,gs,w,l,ot,sa,ga,gaa,sv,sv_perc,so,dp,stp,bg1,bg2,bg3,daw,esasha,esgshg,gwgshog,gwgshogdg,sta,stg,stg2,stp2,hb,netfow,shg2sha,stpgwg,tkagva,hat,hatshp,fight,ghht,ota,otp,bap,1s,2s,3s,fp,g_toi
"Michael Hutchinson",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320.75,47.17,0,0,0,0,20,9,12,3,690,67,3.04,623,0.903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,3,0,2,1,1,0,1320.75
"Michael Kapla",D,0,0,5,0,78,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,0,0,1,0,0,0,0,-1,3,0.6,0,0,0,0,0,0,0.8,21.8,0,0,0,0,0,0,109,0,4,0,2,72.08,14.32,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Leighton",G,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.28,37.495,0,0,0,0,3,2,2,0,92,12,4.79,80,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,150.28
"Michael Matheson",D,10,0.123,118,0,1418,17.506,8,0,0,7,15,1,0,1,0,1,7,0.086,0,81,65,0,69,0,0,18,0,67,0,17,0.21,36,-5,23,0.284,1,0,0,0,1,0,2.21,24.099,172,2.123,1,0,0,0,1952,0.039,179,1,48,1683.06,20.768,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,7,182,9,7,0,0,2,0,0,3,187,1,1,2,0.7385,0,1,0,0,1,2,0,1,0,1,0,0
"Michael McCarron",RW,4,0.129,11,0,280,9.032,4,0,0,1,5,0,0.434,175,99,76,1,0.032,0,31,6,0,75,5,0,8,0,14,0,5,0.161,41,-4,7,0.226,0,0,0,0,0,0,1,14.613,0,0,0,0,0,0,453,0.032,31,0,7,294.14,9.459,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,4,1,0,0,0,0,0,0,86,-23,0,0,1.1667,0,0,5,0,0,0,0,0,0,0,5,0
"Michael Raffl",LW,3,0.058,22,0,659,12.673,3,0,0,8,11,0,0.3,10,7,3,8,0.154,0,52,17,3,91,2,0,5,0,26,0,11,0.212,20,-7,1,0.019,0,0,0,0,0,0,1.212,18.962,1,0.019,0,0,0,0,986,0.127,63,0,13,674.37,12.967,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,106,3,8,3,3,0,0,0,0,113,-4,0,3,0.7647,0,0,2,0,0,0,0,1,0,1,11,0
"Michael Sgarbossa",C,7,0.184,16,0,375,9.868,6,0,0,1,7,0,0.439,314,176,138,2,0.053,0,38,14,0,39,1,0,2,0,12,0,9,0.237,9,-5,19,0.5,1,0,0,1,2,0,0.868,16.474,2,0.053,0,0,0,0,626,0.061,33,0,6,416.74,10.961,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,50,6,1,0,0,1,1,1,2,55,-38,0,2,0.4286,0,0,1,0,0,0,0,0,0,0,9,0
"Michael Stone",D,12,0.182,150,0,1066,16.152,8,0,0,2,10,0,0,1,0,1,3,0.045,0,66,28,0,131,0,0,16,0,48,0,15,0.227,32,-1,61,0.924,4,0,0,1,5,0,1.258,26.561,96,1.455,0,0,0,0,1753,0.036,83,0,5,1283.75,19.444,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,1,1,3,280,8,2,0,0,4,1,1,5,281,1,0,5,0.1786,0,0,0,0,0,0,0,0,1,0,0,0
"Michael Zalewski",LW,0,0,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Michal Kempny",D,6,0.12,59,0,683,13.66,6,0,0,2,8,2,0,0,0,0,2,0.04,0,50,26,0,76,0,0,11,0,39,0,8,0.16,22,1,4,0.08,0,0,0,0,0,0,1.34,19.94,23,0.46,0,0,0,0,997,0.03,67,0,6,729.57,14.588,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,136,6,2,0,0,0,0,0,0,135,0,0,0,0.2308,0,0,0,0,0,0,0,0,0,0,0,0
"Michal Neuvirth",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303.63,46.536,0,0,0,0,24,11,11,1,586,64,2.95,522,0.891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,1,1,0,1303.63
"Michal Rozsival",D,2,0.091,25,0,301,13.682,2,0,0,1,3,0,0,0,0,0,1,0.045,0,22,10,1,47,0,0,7,0,6,0,3,0.136,14,-3,1,0.045,0,0,0,0,0,0,0.727,21.091,18,0.818,0,0,0,0,464,0.063,16,0,5,324.24,14.704,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,69,2,1,1,1,0,0,0,0,72,0,0,1,0.5000,0,0,0,0,0,0,0,0,0,0,0,0
"Micheal Haley",C,10,0.172,23,0,496,8.552,10,0,0,2,12,0,0.443,149,83,66,2,0.034,0,58,19,1,129,16,1,14,1,26,0,12,0.207,128,6,0,0,0,0,0,0,0,0,0.638,13.948,0,0,0,0,0,0,809,0.054,37,0,18,523.31,9.015,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,158,10,2,1,1,0,0,0,0,152,-17,0,1,0.9474,0,0,16,0,0,0,0,0,0,1,12,0
"Miikka Salomaki",RW,0,0,9,0,53,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,0,1,0,2,0,0,0,2,-1,0,0,0,0,0,0,0,0,0.6,16.8,4,0.8,0,0,0,0,84,0,3,0,1,48.69,9.584,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,23,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Mika Zibanejad",C,23,0.397,31,0,786,13.552,16,0,0,10,26,2,0.518,985,475,510,14,0.241,0,58,31,2,26,0,0,8,0,66,2,37,0.638,16,8,113,1.948,7,0,0,4,11,0,2.138,24.345,26,0.448,0,0,0,0,1412,0.113,124,0,37,975.09,16.798,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,6,18,65,16,10,2,2,7,4,4,11,57,35,0,13,1.1935,0,0,0,0,1,4,0,1,0,4,37,0
"Mikael Backlund",C,31,0.373,43,0,1067,12.855,19,0,0,15,34,4,0.478,1526,797,729,23,0.277,1,83,51,7,57,0,0,13,0,77,2,54,0.651,36,8,129,1.554,9,0,0,7,16,0,2.446,23.639,150,1.807,3,0,0,1,1962,0.113,203,4,58,1450.4,17.464,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,15,32,108,22,16,7,7,12,8,9,24,100,-68,5,27,1.1373,0,4,0,0,0,4,0,5,5,2,54,0
"Mikael Granlund",C,44,0.53,51,4,1226,14.771,30,0,0,16,46,5,0.485,33,17,16,26,0.313,0,83,33,4,52,0,0,6,0,71,1,70,0.843,12,23,142,1.711,13,0,0,7,20,0,2.205,23.855,85,1.024,1,0,0,3,1980,0.142,183,4,44,1550.7,18.675,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,14,31,126,31,19,4,4,14,10,13,28,103,-1,7,28,1.3333,1,5,0,0,0,2,0,4,6,1,70,0
"Mike Blunden",RW,0,0,0,0,15,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.5,11,0,0,0,0,0,0,22,0,1,0,0,6.62,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Mike Condon",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304.42,56.192,0,0,0,0,38,19,14,6,1122,96,2.5,1026,0.914,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,8,0,9,1,4,0,2304.42
"Mike Fisher",C,24,0.324,69,3,891,12.041,14,0,0,11,25,3,0.546,1320,599,721,18,0.243,0,74,21,3,165,3,0,14,1,44,0,42,0.568,55,2,135,1.824,10,0,0,7,17,0,1.635,23.419,100,1.351,0,0,0,0,1733,0.149,121,0,21,1209.28,16.333,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,10,21,236,14,11,3,3,10,7,7,17,234,122,0,20,1.0000,0,0,3,0,0,0,0,2,3,5,42,0
"Mike Green",D,22,0.306,92,0,1420,19.722,15,0,0,11,26,2,0,0,0,0,14,0.194,0,72,52,2,67,0,0,20,0,58,1,36,0.5,40,-20,168,2.333,7,0,0,3,10,0,1.736,28.361,24,0.333,0,0,0,0,2042,0.112,125,0,24,1673.63,23.242,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,5,5,17,139,15,11,2,2,7,3,3,10,159,0,0,12,0.4615,1,1,0,0,0,1,0,3,2,3,0,0
"Mike Hoffman",LW,35,0.461,21,0,1058,13.921,22,0,0,13,35,7,0.571,21,9,12,26,0.342,1,76,56,8,47,1,0,18,0,90,1,61,0.803,51,17,203,2.671,13,0,0,13,26,0,2.987,21.408,0,0,0,0,0,0,1627,0.115,227,0,46,1320.66,17.372,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,21,21,35,85,22,13,8,8,13,13,13,26,68,3,0,34,0.8214,1,1,0,0,0,1,0,3,7,6,61,0
"Mike Liambas",LW,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
"Mike Reilly",D,0,0,8,0,181,10.647,0,0,0,1,1,1,0,0,0,0,1,0.059,0,17,6,0,2,0,0,1,0,11,0,1,0.059,2,1,16,0.941,0,0,0,0,0,0,1.118,15.882,0,0,0,0,0,0,270,0.053,19,0,0,196.33,11.506,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,0,1,0,0,0,0,0,0,10,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
"Mike Ribeiro",C,21,0.457,6,0,596,12.957,16,0,0,2,18,0,0.412,444,261,183,4,0.087,0,46,27,0,33,0,0,7,0,12,0,25,0.543,14,-5,98,2.13,5,0,0,2,7,0,0.826,20.152,0,0,0,0,0,0,927,0.105,38,0,10,721.57,15.677,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,4,34,16,2,0,0,5,2,2,7,39,-78,0,7,0.3704,0,0,0,0,0,0,0,1,1,2,25,0
"Mike Smith",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3139.12,57.068,0,0,0,0,55,19,26,9,1819,156,2.98,1663,0.914,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,12,0,7,4,6,0,3139.12
"Mike Vecchione",C,0,0,1,0,15,7.5,0,0,0,0,0,0,0.667,12,4,8,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.5,10.5,0,0,0,0,0,0,21,0,1,0,0,8.75,4,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
"Mikhail Grigorenko",C,13,0.173,26,0,807,10.76,9,0,0,10,19,0,0.578,192,81,111,10,0.133,0,75,26,0,27,0,0,9,0,26,0,23,0.307,18,-14,105,1.4,4,0,0,0,4,0,1.133,19.093,55,0.733,0,0,0,0,1432,0.118,85,0,35,1041.33,13.871,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,39,9,10,0,0,4,0,0,4,53,30,0,4,1.3462,0,0,0,0,0,0,0,0,0,1,23,0
